,Authority,Event-code,Influence,Description ENG,Description ORI,Event-class,Event-class Description,mapped_status,is_granted
3078,HU,BEE1,,APPLICATION UNDER SUBSEQUENT EXAMINATION,APPLICATION UNDER SUBSEQUENT EXAMINATION,,,PENDING,False
3079,HU,BF9A,-,CANCELLATION OF OFFICIAL INFORMATION,HATOSAGI TAJEKOZTATAS HATALYTALANITASA,Y,CORRECTION AND DELETION OF EVENT INFORMATION,DEAD,False
3080,HU,BFA1,,ABANDONMENT OR WITHDRAWAL OF APPLICATION,ABANDONMENT OR WITHDRAWAL OF APPLICATION,,,PENDING,False
3081,HU,BFA9,,TEMPORARY PROTECTION CANCELLED DUE TO ABANDONMENT,TEMPORARY PROTECTION CANCELLED DUE TO ABANDONMENT,W,OTHER,NEUTRAL,False
3082,HU,BFC4,,CANCELLATION OF TEMPORARY PROTECTION DUE TO REFUSAL,CANCELLATION OF TEMPORARY PROTECTION DUE TO REFUSAL,W,OTHER,NEUTRAL,False
3083,HU,BFC9,,REFUSAL OF APPLICATION,REFUSAL OF APPLICATION,,,PENDING,False
3084,HU,BFD9,,TEMPORARY PROTECTION CANCELLED DUE TO NON-PAYMENT OF FEE,TEMPORARY PROTECTION CANCELLED DUE TO NON-PAYMENT OF FEE,W,OTHER,NEUTRAL,False
3085,HU,BGB9,,SUCCESSION IN TITLE OF APPLICANT,SUCCESSION IN TITLE OF APPLICANT,R,PARTY DATA CHANGE,NEUTRAL,False
3086,HU,BNF4,,RESTORATION OF LAPSED FINAL PROTECTION,RESTORATION OF LAPSED FINAL PROT.,K,IP RIGHT REVIVAL,NEUTRAL,False
3087,HU,BNF9,,RESTORATION OF LAPSED TEMPORARY PROT.,RESTORATION OF LAPSED TEMPORARY PROT.,,,NEUTRAL,False
3088,HU,BQB4,,LICENCE GRANTED & REGISTERED,LICENCE GRANTED & REGISTERED,,,NEUTRAL,False
3089,HU,BRH9,,WITHDRAWAL OF ANNULMENT DECISION,WITHDRAWAL OF ANNULMENT DECISION,Z,CLASSIFICATION PENDING,NEUTRAL,False
3090,HU,DBF9,,CANCELLATION OF EARLIER PUBLICATION ON APPLICATION,CANCELLATION OF EARLIER PUBLICATION ON APPLICATION,Q,DOCUMENT PUBLICATION,PENDING,False
3091,HU,DFA1,,ABANDONMENT OR WITHDRAWAL OF APPLICATION,ABANDONMENT OR WITHDRAWAL OF APPLICATION,,,PENDING,False
3092,HU,DFA9,,TEMPORARY PROTECTION CANCELLED DUE TO ABANDONMENT,TEMPORARY PROTECTION CANCELLED DUE TO ABANDONMENT,W,OTHER,NEUTRAL,False
3093,HU,DFC4,,CANCELLATION OF TEMPORARY PROTECTION DUE TO REFUSAL,CANCELLATION OF TEMPORARY PROTECTION DUE TO REFUSAL,W,OTHER,NEUTRAL,False
3094,HU,DFC9,,REFUSAL OF APPLICATION,REFUSAL OF APPLICATION,,,PENDING,False
3095,HU,DFD9,,TEMPORARY PROTECTION CANCELLED DUE TO NON-PAYMENT OF FEE,TEMPORARY PROTECTION CANCELLED DUE TO NON-PAYMENT OF FEE,W,OTHER,NEUTRAL,False
3096,HU,DGB9,,SUCCESSION IN TITLE OF APPLICANT,SUCCESSION IN TITLE OF APPLICANT,R,PARTY DATA CHANGE,NEUTRAL,False
3097,HU,DNF4,,RESTORATION OF LAPSED FINAL PROTECTION,RESTORATION OF LAPSED FINAL PROT.,K,IP RIGHT REVIVAL,NEUTRAL,False
3098,HU,DNF9,,RESTORATION OF LAPSED TEMPORARY PROT.,RESTORATION OF LAPSED TEMPORARY PROT.,,,NEUTRAL,False
3099,HU,DQB4,,LICENCE GRANTED & REGISTERED,LICENCE GRANTED & REGISTERED,,,NEUTRAL,False
3100,HU,DRH9,,WITHDRAWAL OF ANNULMENT DECISION,WITHDRAWAL OF ANNULMENT DECISION,Z,CLASSIFICATION PENDING,NEUTRAL,False
3101,HU,FA9A,-,LAPSE OF PROVISIONAL PATENT PROTECTION DUE TO RELINQUISHMENT OR PROTECTION CONSIDERED RELINQUISHED,IDEIGLENES SZABADALMI OLTALOM MEGSZUENESE LEMONDAS VAGY LEMONTDOTTNAK TEKINTES MIATT,W,OTHER,DEAD,False
3102,HU,FC4A,-,LAPSE OF PROVISIONAL APPLICATION DUE TO REFUSAL,IDEIGLENES SZABADALMI OLTALOM MEGSZUENESE ELUTASITAS MIATT,B,APPLICATION DISCONTINUATION,DEAD,False
3103,HU,FC9A,-,PATENT GRANTING PROCEDURES TERMINATED PRIOR TO PUBLICATION,KOZZETETELT MEGELOZOEN MEGSZUNTETETT SZABADALOMENGEDELYEZESI ELJARASOK,B,APPLICATION DISCONTINUATION,DEAD,False
3104,HU,FD9A,-,LAPSE OF PROVISIONAL PROTECTION DUE TO NON-PAYMENT OF FEES,IDEIGLENES SZABADALMI OLTALOM MEGSZUENESE DIJFIZETES HIANYABAN,W,OTHER,DEAD,False
3105,HU,FG4S,+,GRANT OF SUPPLEMENTARY PROTECTION CERTIFICATE,MEGADOTT KIEGESZITOE OLTALMI TANUSITVANYOK,G,PROTECTION BEYOND IP RIGHT TERM,ALIVE,False
3106,HU,FH1C,,APPOINTMENT OF REPRESENTATIVE,KEPVISELETI MEGBIZAS,R,PARTY DATA CHANGE,NEUTRAL,False
3107,HU,FH91,,APPOINTMENT OF A REPRESENTATIVE,KEPVISELET MEGSZUENESE,R,PARTY DATA CHANGE,NEUTRAL,False
3108,HU,FH92,,TERMINATION OF REPRESENTATIVE,KEPVISELET MEGSZUENESE,R,PARTY DATA CHANGE,NEUTRAL,False
3109,HU,GB9A,,SUCCESSION IN TITLE,JOGUTODLAS,R,PARTY DATA CHANGE,NEUTRAL,False
3110,HU,GB9C,,SUCCESSION IN TITLE,JOGUTODLAS,R,PARTY DATA CHANGE,NEUTRAL,False
3111,HU,HA9A,,CHANGE IN INVENTORSHIP,SZERZOESEG VALTOZASA,R,PARTY DATA CHANGE,NEUTRAL,False
3112,HU,HC9A,,"CHANGE OF NAME, ADDRESS","NEV-, ILLETVE CIMVALTOZAS",R,PARTY DATA CHANGE,NEUTRAL,False
3113,HU,HC9C,,"CHANGE OF NAME, ADDRESS","NEV-, ILLETVE CIMVALTOZAS",R,PARTY DATA CHANGE,NEUTRAL,False
3114,HU,HFC9,,REFUSAL OF APPLICATION,REFUSAL OF APPLICATION,,,PENDING,False
3115,HU,HFG4,,"PATENT GRANTED, DATE OF GRANTING","PATENT GRANTED, DATE OF GRANTING",F,IP RIGHT GRANT,NEUTRAL,True
3116,HU,HGB9,,SUCCESSION IN TITLE OF APPLICANT,SUCCESSION IN TITLE OF APPLICANT,,,NEUTRAL,False
3117,HU,HLC4,,LIMITATION OF CLAIMS,LIMITATION OF CLAIMS,,,NEUTRAL,False
3118,HU,HMA4,,CANCELLATION OF FINAL PROT. DUE TO ABANDONMENT,CANCELLATION OF FINAL PROT. DUE TO ABANDONMENT,,,NEUTRAL,False
3119,HU,HMC4,,CANCELLATION OF FINAL PROT. DUE TO ANNULMENT,CANCELLATION OF FINAL PROT. DUE TO ANNULMENT,,,NEUTRAL,False
3120,HU,HMH4,-,CANCELLATION OF FINAL PROT. DUE TO RELINQUISHMENT,CANCELLATION OF FINAL PROT. DUE TO RELINQUISHMENT,H,IP RIGHT CESSATION,DEAD,False
3121,HU,HMK4,,ANNULMENT OF FINAL PROT. DUE TO EXPIRATION OF TERM,ANNULMENT OF FINAL PROT. DUE TO EXPIRATION OF TERM,,,NEUTRAL,False
3122,HU,HMM4,-,CANCELLATION OF FINAL PROT. DUE TO NON-PAYMENT OF FEE,CANCELLATION OF FINAL PROT. DUE TO NON-PAYMENT OF FEE,H,IP RIGHT CESSATION,DEAD,False
3123,HU,HNF4,,RESTORATION OF LAPSED FINAL PROT.,RESTORATION OF LAPSED FINAL PROT.,,,NEUTRAL,False
3124,HU,HNF9,,RESTORATION OF LAPSED TEMPORARY PROT.,RESTORATION OF LAPSED TEMPORARY PROT.,,,NEUTRAL,False
3125,HU,HPC4,,SUCCESSION IN TITLE OF PATENTEE,SUCCESSION IN TITLE OF PATENTEE,R,PARTY DATA CHANGE,NEUTRAL,False
3126,HU,HQB4,,LICENCE GRANTED & REGISTERED,LICENCE GRANTED & REGISTERED,,,NEUTRAL,False
3127,HU,HRH9,,WITHDRAWAL OF ANNULMENT DECISION,WITHDRAWAL OF ANNULMENT DECISION,Z,CLASSIFICATION PENDING,NEUTRAL,False
3128,HU,HTK4,,INVALIDATION OF PUBLICATION ON B DOCUMENTS,INVALIDATION OF PUBLICATION ON B DOCUMENTS,,,PENDING,False
3129,HU,HU90,,PATENT VALID ON 900628,PATENT VALID ON 900628,,,NEUTRAL,False
3130,HU,MC4A,-,REVOCATION OF THE PATENT,ERVENYTELENSEG AZ ALAPSZABADALOM MEGSEMMISITESE,H,IP RIGHT CESSATION,DEAD,False
3131,HU,MF4A,,LIMITATION OF PATENT,SZABADALOM KORLATOZASA,M,IP RIGHT MAINTENANCE,NEUTRAL,False
3132,HU,MH4A,-,LAPSE OF DEFINITIVE PATENT PROTECTION DUE TO RELINQUISHMENT,VEGLEGES SZABADALMI OLTALOM MEGSZUENESE LEMONDAS MIATT,H,IP RIGHT CESSATION,DEAD,False
3133,HU,MM4A,-,LAPSE OF DEFINITIVE PATENT PROTECTION DUE TO NON-PAYMENT OF FEES,VEGLEGES SZABADALMI OLTALOM MEGSZUENESE DIJFIZETES HIANYABAN,H,IP RIGHT CESSATION,DEAD,False
3134,HU,NF4A,+,RESTORATION OF PATENT PROTECTION,SZABADALMI OLTALOM UJRA ERVENYBE HELYEZESE,K,IP RIGHT REVIVAL,ALIVE,False
3135,HU,QB4A,+,EXPLOITATION CONTRACT,HASZNOSITASI SZERZOEDES,S,INFORMATION ON LICENSING AND SIMILAR TRANSACTIONS,UNKNOWN,False
3136,HU,RH9A,+,DECISION ON THE LAPSE OF PATENT PROTECTION WITHDRAWN,SZABADALMI OLTALOM MEGSZUENESET MEGALLAPITO HATAROZAT VISSZAVINASA,K,IP RIGHT REVIVAL,ALIVE,False
3137,HU,TH4A,,ERRATUM,HELYREIGAZITAS,Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
3138,HU,TK4A,,CORRECTION OF CHANGE OF DECISION,"HATAROZAT KIJAVITASA, KICSERELESE",Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
3139,IE,CA39,,APPLICATION FOR SURRENDER NOW OPEN TO OPPOSITION - SECTION 39,APPLICATION NOW OPEN TO OPPOSITION -SECTION 39,L,IP RIGHT REVIEW REQUEST,PENDING,False
3140,IE,CDHP,,DECISION IN HEARING IN THE PATENTS OFFICE (PATENTS ACT 1964),DECISION IN HEARING IN THE PATENTS OFFICE (PATENTS ACT 1964),Z,CLASSIFICATION PENDING,NEUTRAL,False
3141,IE,CH19,,PROCEEDINGS UNDER SECTION 19 OF THE PATENT ACT 1964 (NOTICE OF WITHDRAWAL OF OPPOSITION),PROCEEDINGS UNDER SECTION 19 OF THE PATENT ACT 1964 (NOTICE OF WITHDRAWAL OF OPPOSITION),,,NEUTRAL,False
3142,IE,CH66,,PROCEEDINGS UNDER SECTION 66 (ACTIONS FOR INFRINGEMENT FOR SHORT TERM PATENTS),PROCEEDINGS UNDER SECTION 66 (ACTIONS FOR INFRINGEMENT FOR SHORT TERM PATENTS),Z,CLASSIFICATION PENDING,NEUTRAL,False
3143,IE,CJ29,,PROCEEDINGS UNDER SECTION 29**APPLICATION NOW OPENED TO OPPOSITION,PROCEEDINGS UNDER SECTION 29**APPLICATION NOW OPENED TO OPPOSITION,,,PENDING,False
3144,IE,CJ37,,PROCEEDINGS UNDER SECTION 37**APPLICATION NOW OPEN TO OPPOSITION,PROCEEDINGS UNDER SECTION 37**APPLICATION NOW OPEN TO OPPOSITION,,,PENDING,False
3145,IE,CORR,,"PROCEEDING UNDER SECTION 110 OF THE PATENTS ACT, 1992: CORRECTION OF ERRORS","PROCEEDING UNDER SECTION 110 OF THE PATENTS ACT, 1992: CORRECTION OF ERRORS",Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
3146,IE,DD9A,,APPLICATION FOR AMENDMENT OF PATENT SPECIFICATION NOW OPEN TO OPPOSITION (SECT. 38),APPLICATION FOR AMENDMENT OF PATENT SPECIFICATION NOW OPEN TO OPPOSITION (SECT. 38),L,IP RIGHT REVIEW REQUEST,PENDING,False
3147,IE,DE9A,,"APPLICATION FOR AMENDMENT OF PATENT SPECIFICATION (SECT. 38), PROCEEDINGS BEFORE HIGH COURT","APPLICATION FOR AMENDMENT OF PATENT SPECIFICATION (SECT. 38), PROCEEDINGS BEFORE HIGH COURT",L,IP RIGHT REVIEW REQUEST,PENDING,False
3148,IE,ERR,,ERRATUM,ERRATUM,Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
3149,IE,F35A,+,APPLICATION FOR REINSTATEMENT OF PATENT APPLICATION (SECTION 35),APPLICATION FOR REINSTATEMENT OF PATENT APPLICATION (SECTION 35),C,APPLICATION REVIVAL,ALIVE,False
3150,IE,FA9A,,APPLICATION WITHDRAWN SECTION 33(1),APPLICATION WITHDRAWN SECTION 33(1),B,APPLICATION DISCONTINUATION,PENDING,False
3151,IE,FC9A,-,APPLICATION REFUSED SECT. 31(1),APPLICATION REFUSED SECT. 31(1),B,APPLICATION DISCONTINUATION,DEAD,False
3152,IE,FD4D,-,EUROPEAN PATENTS DESIGNATING IRELAND TREATED AS ALWAYS HAVING BEEN VOID,EUROPEAN PATENTS DESIGNATING IRELAND TREATED AS ALWAYS HAVING BEEN VOID,H,IP RIGHT CESSATION,DEAD,False
3153,IE,FD4E,-,SHORT TERM PATENTS DEEMED VOID UNDER SECTION 64,SHORT TERM PATENTS DEEMED VOID UNDER SECTION 64,H,IP RIGHT CESSATION,DEAD,False
3154,IE,FD4H,+,REINSTATEMENT OF EUROP. PATENT DESIGNATING IRELAND PREVIOUSLY ADVERTISED AS VOID - SECTION 119(7),REINSTATEMENT OF EUROP. PATENT DESIGNATING IRELAND PREVIOUSLY ADVERTISED AS VOID - SECTION 119(7),K,IP RIGHT REVIVAL,ALIVE,False
3155,IE,FG4D,+,EUROPEAN PATENTS GRANTED DESIGNATING IRELAND,EUROPEAN PATENTS GRANTED DESIGNATING IRELAND,F,IP RIGHT GRANT,ALIVE,False
3156,IE,FG9R,+,APPLICATION REINSTATED (PUBLISHED AS DEEMED TO HAVE BEEN WITHDRAWN BEFOREHAND UNDER SECTION 23(5)),APPLICATION REINSTATED (PUBLISHED AS DEEMED TO HAVE BEEN WITHDRAWN BEFOREHAND) UNDER SECTION 23(5),,,ALIVE,False
3157,IE,FI9A,,APPLICATION DEEMED TO BE WITHDRAWN SECTION 17(2),APPLICATION DEEMED TO BE WITHDRAWN SECTION 17(2),B,APPLICATION DISCONTINUATION,PENDING,False
3158,IE,FJ9A,,APPLICATION DEEMED TO BE WITHDRAWN SECTION 31(3),APPLICATION DEEMED TO BE WITHDRAWN SECTION 31(3),B,APPLICATION DISCONTINUATION,PENDING,False
3159,IE,FK9A,,APPLICATION DEEMED TO HAVE BEEN WITHDRAWN SECTION 23(9),APPLICATION DEEMED TO HAVE BEEN WITHDRAWN SECTION 23(9),B,APPLICATION DISCONTINUATION,PENDING,False
3160,IE,HH66,,INFRINGEMENT - EVIDENCE SUBMITTED UNDER SECTION 66(3),INFRINGEMENT - EVIDENCE SUBMITTED UNDER SECTION 66(3),W,OTHER,NEUTRAL,False
3161,IE,HK1,,ERRATA: PATENT STILL IN FORCE,ERRATA: PATENT STILL IN FORCE,Y,CORRECTION AND DELETION OF EVENT INFORMATION,NEUTRAL,False
